ID,수요량
TEST_1164,118.6967
TEST_1165,27.27919
TEST_1166,44.423134
TEST_1167,78.28103
TEST_1168,81.35926
TEST_1169,639.4483
TEST_1170,552.36096
TEST_1171,202.79225
TEST_1172,59.05104
TEST_1173,302.38187
TEST_1174,354.9515
TEST_1175,88.59627
TEST_1176,55.9362
TEST_1177,100.57418
TEST_1178,79.662224
TEST_1179,101.71398
TEST_1180,381.50885
TEST_1181,217.31424
TEST_1182,390.48322
TEST_1183,49.07305
TEST_1184,144.58182
TEST_1185,58.781467
TEST_1186,352.79462
TEST_1187,93.98407
TEST_1188,48.14128
TEST_1189,229.72963
TEST_1190,101.920265
TEST_1191,958.96027
TEST_1192,102.17206
TEST_1193,287.28287
TEST_1194,325.54965
TEST_1195,443.0797
TEST_1196,336.1959
TEST_1197,315.88574
TEST_1198,84.36375
TEST_1199,523.1206
TEST_1200,47.80152
TEST_1201,180.77713
TEST_1202,630.85443
TEST_1203,60.77047
TEST_1204,22.084173
TEST_1205,431.61057
TEST_1206,39.546352
TEST_1207,108.09445
TEST_1208,177.63603
TEST_1209,745.2227
TEST_1210,99.46923
TEST_1211,219.91031
TEST_1212,320.51056
TEST_1213,85.15003
TEST_1214,305.16333
TEST_1215,741.5773
TEST_1216,127.78103
TEST_1217,219.59142
TEST_1218,208.38121
TEST_1219,176.9559
TEST_1220,58.98348
TEST_1221,138.19069
TEST_1222,111.68731
TEST_1223,208.05354
TEST_1224,73.59453
TEST_1225,92.02814
TEST_1226,290.80658
TEST_1227,93.67565
TEST_1228,124.31807
TEST_1229,151.54295
TEST_1230,212.88269
TEST_1231,88.365585
TEST_1232,118.08119
TEST_1233,256.16965
TEST_1234,824.8932
TEST_1235,64.805885
TEST_1236,121.22575
TEST_1237,336.4231
TEST_1238,236.77925
TEST_1239,99.19603
TEST_1240,240.2724
TEST_1241,291.25592
TEST_1242,41.995544
TEST_1243,311.5566
TEST_1244,951.8078
TEST_1245,468.72958
TEST_1246,166.92912
TEST_1247,337.42883
TEST_1248,60.060944
TEST_1249,129.74522
TEST_1250,731.36523
TEST_1251,223.82242
TEST_1252,391.1375
TEST_1253,40.663303
TEST_1254,235.48573
TEST_1255,134.48445
TEST_1256,189.88867
TEST_1257,33.13715
TEST_1258,58.57157
TEST_1259,692.68536
TEST_1260,159.8992
TEST_1261,47.313755
TEST_1262,360.25995
TEST_1263,59.387756
TEST_1264,119.04494
TEST_1265,83.15144
TEST_1266,140.71095
TEST_1267,57.663685
TEST_1268,505.40015
TEST_1269,605.9381
TEST_1270,229.59512
TEST_1271,1452.6483
TEST_1272,190.48117
TEST_1273,108.64819
TEST_1274,42.15176
TEST_1275,91.696815
TEST_1276,62.858017
TEST_1277,35.08173
TEST_1278,260.04602
TEST_1279,298.26373
TEST_1280,68.62635
TEST_1281,40.708675
TEST_1282,98.92341
TEST_1283,318.8801
TEST_1284,104.59347
TEST_1285,1858.6241
TEST_1286,455.28867
TEST_1287,87.24735
TEST_1288,148.75816
TEST_1289,424.43158
TEST_1290,68.85894
TEST_1291,247.31021
TEST_1292,192.41583
TEST_1293,979.36426
TEST_1294,320.2245
TEST_1295,1094.8748
TEST_1296,63.720463
TEST_1297,120.596596
TEST_1298,1235.8236
TEST_1299,303.94363
TEST_1300,35.40913
TEST_1301,199.18918
TEST_1302,245.6007
TEST_1303,657.1861
TEST_1304,64.32252
TEST_1305,312.2909
TEST_1306,171.33186
TEST_1307,535.05347
TEST_1308,359.57074
TEST_1309,48.504337
TEST_1310,73.244576
TEST_1311,210.03242
TEST_1312,1710.9977
TEST_1313,297.114
TEST_1314,298.06158
TEST_1315,272.2253
TEST_1316,127.725586
TEST_1317,52.88657
TEST_1318,142.59029
TEST_1319,68.1369
TEST_1320,129.05063
TEST_1321,102.69396
TEST_1322,518.87683
TEST_1323,82.25957
TEST_1324,28.251038
TEST_1325,32.406483
TEST_1326,153.93605
TEST_1327,437.50793
TEST_1328,76.62325
TEST_1329,494.89703
TEST_1330,127.168884
TEST_1331,123.04241
TEST_1332,402.93317
TEST_1333,34.564198
TEST_1334,257.69223
TEST_1335,275.15353
TEST_1336,656.91925
TEST_1337,28.702309
TEST_1338,34.18266
TEST_1339,170.91678
TEST_1340,393.32446
TEST_1341,168.47205
TEST_1342,557.68365
TEST_1343,56.67073
TEST_1344,34.037693
TEST_1345,88.29808
TEST_1346,184.76418
TEST_1347,311.17276
TEST_1348,199.45143
TEST_1349,325.27356
TEST_1350,107.08252
TEST_1351,46.59694
TEST_1352,89.632385
TEST_1353,54.829067
TEST_1354,60.938656
TEST_1355,316.255
TEST_1356,497.273
TEST_1357,29.835499
TEST_1358,772.0682
TEST_1359,443.40494
TEST_1360,717.2089
TEST_1361,250.65259
TEST_1362,107.445244
TEST_1363,37.490154
TEST_1364,57.344376
TEST_1365,777.84186
TEST_1366,566.23663
TEST_1367,307.54474
TEST_1368,370.00714
TEST_1369,646.8398
TEST_1370,39.50876
TEST_1371,714.6833
TEST_1372,53.757587
TEST_1373,29.393713
TEST_1374,800.59033
TEST_1375,34.58607
TEST_1376,37.299416
TEST_1377,45.729023
TEST_1378,76.75196
TEST_1379,53.173794
TEST_1380,86.646515
TEST_1381,39.947792
TEST_1382,87.96364
TEST_1383,432.55685
TEST_1384,118.490074
TEST_1385,30.192814
TEST_1386,996.9991
TEST_1387,40.41291
TEST_1388,104.43387
TEST_1389,442.85947
TEST_1390,51.79034
TEST_1391,100.068436
TEST_1392,347.71964
TEST_1393,398.7234
TEST_1394,40.39876
TEST_1395,26.841787
TEST_1396,68.24033
TEST_1397,44.705326
TEST_1398,180.02763
TEST_1399,320.22516
TEST_1400,44.370846
TEST_1401,29.32683
TEST_1402,388.24402
TEST_1403,273.70187
TEST_1404,60.766953
TEST_1405,262.6334
TEST_1406,78.53949
TEST_1407,390.14935
TEST_1408,695.1845
TEST_1409,1235.7201
TEST_1410,197.39986
TEST_1411,182.32666
TEST_1412,322.3799
TEST_1413,35.56002
TEST_1414,72.79194
TEST_1415,41.669033
TEST_1416,45.660915
TEST_1417,188.27377
TEST_1418,343.10364
TEST_1419,144.3233
TEST_1420,242.37921
TEST_1421,89.19853
TEST_1422,502.56448
TEST_1423,323.4605
TEST_1424,95.494896
TEST_1425,263.78436
TEST_1426,35.908413
TEST_1427,45.352364
TEST_1428,353.77414
TEST_1429,197.9281
TEST_1430,152.28302
TEST_1431,438.87952
TEST_1432,365.25842
TEST_1433,223.71321
TEST_1434,269.0844
TEST_1435,85.96293
TEST_1436,46.984863
TEST_1437,437.86734
TEST_1438,243.85915
TEST_1439,444.9146
TEST_1440,71.285286
TEST_1441,61.046867
TEST_1442,72.73091
TEST_1443,86.59079
TEST_1444,980.5369
TEST_1445,72.3199
TEST_1446,45.74977
TEST_1447,69.703156
TEST_1448,124.71838
TEST_1449,654.6174
TEST_1450,315.85812
TEST_1451,525.4773
TEST_1452,319.66
TEST_1453,57.254757
TEST_1454,102.8641
TEST_1455,210.77519
TEST_1456,87.81976
TEST_1457,268.88208
TEST_1458,91.8344
TEST_1459,64.66087
TEST_1460,117.46237
TEST_1461,338.49982
TEST_1462,1351.9694
TEST_1463,262.97968
TEST_1464,81.213524
TEST_1465,66.26327
TEST_1466,222.31891
TEST_1467,32.693428
TEST_1468,48.313198
TEST_1469,161.20871
TEST_1470,208.54723
TEST_1471,80.478775
TEST_1472,164.48201
TEST_1473,103.86894
TEST_1474,56.205032
TEST_1475,348.994
TEST_1476,79.486336
TEST_1477,322.91486
TEST_1478,212.04022
TEST_1479,115.44903
TEST_1480,36.983223
TEST_1481,30.77008
TEST_1482,42.756428
TEST_1483,460.0718
TEST_1484,67.70306
TEST_1485,308.46997
TEST_1486,81.353004
TEST_1487,516.3655
TEST_1488,104.100914
TEST_1489,97.26786
TEST_1490,67.47313
TEST_1491,78.51703
TEST_1492,306.3602
TEST_1493,85.5733
TEST_1494,115.62773
TEST_1495,97.28593
TEST_1496,281.9319
TEST_1497,329.40515
TEST_1498,390.3338
TEST_1499,433.15088
TEST_1500,82.9457
TEST_1501,45.42664
TEST_1502,66.264305
TEST_1503,1027.5168
TEST_1504,198.03331
TEST_1505,42.590816
TEST_1506,1161.529
TEST_1507,2806.7974
TEST_1508,134.91833
TEST_1509,85.5402
TEST_1510,41.48475
TEST_1511,79.29488
TEST_1512,95.84375
TEST_1513,50.533974
TEST_1514,65.02605
TEST_1515,442.73837
TEST_1516,86.80933
TEST_1517,54.883247
TEST_1518,83.45389
TEST_1519,110.009315
TEST_1520,562.5471
TEST_1521,385.83566
TEST_1522,348.3405
TEST_1523,48.710117
TEST_1524,1889.718
TEST_1525,146.9677
TEST_1526,364.2689
TEST_1527,181.3457
TEST_1528,317.84198
TEST_1529,65.61205
TEST_1530,56.483482
TEST_1531,75.13083
TEST_1532,75.392075
TEST_1533,126.88164
TEST_1534,65.69898
TEST_1535,185.41302
TEST_1536,64.23688
TEST_1537,26.805012
TEST_1538,42.31002
TEST_1539,110.53013
TEST_1540,781.77466
TEST_1541,209.57805
TEST_1542,89.48266
TEST_1543,41.230682
TEST_1544,73.40568
TEST_1545,121.767586
TEST_1546,519.87213
TEST_1547,55.036312
TEST_1548,773.59045
TEST_1549,50.82823
TEST_1550,36.04003
TEST_1551,429.125
TEST_1552,459.11414
TEST_1553,47.180164
TEST_1554,468.86032
TEST_1555,179.44086
TEST_1556,32.70837
TEST_1557,48.520668
TEST_1558,318.85193
TEST_1559,116.50761
TEST_1560,480.32513
TEST_1561,298.6158
TEST_1562,140.47762
TEST_1563,65.13121
TEST_1564,50.080418
TEST_1565,533.0799
TEST_1566,704.1611
TEST_1567,140.42737
TEST_1568,54.09535
TEST_1569,148.15356
TEST_1570,189.4822
TEST_1571,31.664606
TEST_1572,26.656782
TEST_1573,54.095707
TEST_1574,584.9678
TEST_1575,50.200138
TEST_1576,29.877533
TEST_1577,661.2603
TEST_1578,263.20435
TEST_1579,74.60983
TEST_1580,752.4562
TEST_1581,76.36805
TEST_1582,67.7297
TEST_1583,345.4869
TEST_1584,74.55049
TEST_1585,56.051678
TEST_1586,48.304623
TEST_1587,227.5725
TEST_1588,32.198643
TEST_1589,432.98575
TEST_1590,372.02347
TEST_1591,73.220695
TEST_1592,70.788574
TEST_1593,562.58307
TEST_1594,356.59033
TEST_1595,403.5083
TEST_1596,655.1014
TEST_1597,121.54462
TEST_1598,49.870693
TEST_1599,71.127785
TEST_1600,101.14479
TEST_1601,197.81544
TEST_1602,691.83594
TEST_1603,340.89127
TEST_1604,778.0915
TEST_1605,64.311844
TEST_1606,516.0582
TEST_1607,99.35959
TEST_1608,65.10079
TEST_1609,133.25479
TEST_1610,46.741528
TEST_1611,140.70685
TEST_1612,148.3762
TEST_1613,41.253716
TEST_1614,897.8993
TEST_1615,138.85847
TEST_1616,509.5317
TEST_1617,289.62695
TEST_1618,92.9691
TEST_1619,162.47983
TEST_1620,51.827095
TEST_1621,76.75642
TEST_1622,472.23633
TEST_1623,70.821655
TEST_1624,491.30264
TEST_1625,49.00504
TEST_1626,255.92372
TEST_1627,95.3648
TEST_1628,120.50981
TEST_1629,553.4767
TEST_1630,863.2763
TEST_1631,43.107952
TEST_1632,316.76724
TEST_1633,75.53639
TEST_1634,143.40347
TEST_1635,506.0439
TEST_1636,79.665726
TEST_1637,278.43866
TEST_1638,74.86694
TEST_1639,237.04175
TEST_1640,77.04512
TEST_1641,332.42935
TEST_1642,116.65851
TEST_1643,63.667057
TEST_1644,183.2176
TEST_1645,90.74728
TEST_1646,59.183792
TEST_1647,319.60358
TEST_1648,372.8816
TEST_1649,161.27982
TEST_1650,26.493769
TEST_1651,65.882904
TEST_1652,106.99843
TEST_1653,264.7227
TEST_1654,77.081505
TEST_1655,40.31761
TEST_1656,77.03921
TEST_1657,35.0772
TEST_1658,454.0149
TEST_1659,324.6622
TEST_1660,293.85645
TEST_1661,99.327896
TEST_1662,219.10664
TEST_1663,43.721127
TEST_1664,214.32285
TEST_1665,117.07919
TEST_1666,226.38954
TEST_1667,101.923676
TEST_1668,1443.1921
TEST_1669,460.77176
TEST_1670,310.61444
TEST_1671,135.53839
TEST_1672,53.04412
TEST_1673,198.99792
TEST_1674,38.970406
TEST_1675,267.86993
TEST_1676,509.03085
TEST_1677,48.03637
TEST_1678,19.808104
TEST_1679,113.93038
TEST_1680,94.865425
TEST_1681,77.453926
TEST_1682,589.7063
TEST_1683,325.35788
TEST_1684,68.94976
TEST_1685,75.53222
TEST_1686,29.784058
TEST_1687,37.43484
TEST_1688,234.77461
TEST_1689,129.15164
TEST_1690,52.238083
TEST_1691,56.026592
TEST_1692,55.001312
TEST_1693,52.853157
TEST_1694,665.85205
TEST_1695,137.16902
TEST_1696,681.76434
TEST_1697,61.42775
TEST_1698,193.75276
TEST_1699,69.90715
TEST_1700,817.5601
TEST_1701,68.42429
TEST_1702,147.24384
TEST_1703,84.10219
TEST_1704,463.60468
TEST_1705,37.282738
TEST_1706,49.81895
TEST_1707,271.9365
TEST_1708,861.61017
TEST_1709,30.587042
TEST_1710,388.10245
TEST_1711,150.08147
TEST_1712,128.04814
TEST_1713,343.40793
TEST_1714,64.34188
TEST_1715,333.89108
TEST_1716,174.61493
TEST_1717,636.09454
TEST_1718,57.052544
TEST_1719,304.8315
TEST_1720,243.64862
TEST_1721,44.720062
TEST_1722,78.41419
TEST_1723,669.7394
TEST_1724,61.861595
TEST_1725,26.536871
TEST_1726,786.3489
TEST_1727,64.430786
TEST_1728,163.31335
TEST_1729,42.142628
TEST_1730,501.0298
TEST_1731,2799.9749
TEST_1732,67.38708
TEST_1733,84.89572
TEST_1734,1053.378
TEST_1735,134.80045
TEST_1736,26.761202
TEST_1737,462.58972
TEST_1738,835.5143
TEST_1739,46.05916
TEST_1740,715.52563
TEST_1741,43.421753
TEST_1742,190.8218
TEST_1743,34.785233
TEST_1744,139.81595
TEST_1745,47.021374
TEST_1746,73.39974
TEST_1747,39.637646
TEST_1748,158.78336
TEST_1749,353.58475
TEST_1750,45.85501
TEST_1751,523.36206
TEST_1752,101.48211
TEST_1753,624.22876
TEST_1754,28.149303
TEST_1755,325.49402
TEST_1756,101.34052
TEST_1757,28.163893
TEST_1758,164.65503
TEST_1759,90.06325
TEST_1760,165.01978
TEST_1761,25.999605
TEST_1762,184.60057
TEST_1763,38.98956
TEST_1764,546.5227
TEST_1765,38.088818
TEST_1766,63.42258
TEST_1767,310.9027
TEST_1768,203.5546
TEST_1769,100.66104
TEST_1770,74.0657
TEST_1771,52.750923
TEST_1772,622.3315
TEST_1773,69.98117
TEST_1774,141.7556
TEST_1775,50.06306
TEST_1776,26.681225
TEST_1777,117.527756
TEST_1778,191.46843
TEST_1779,54.258804
TEST_1780,360.62128
TEST_1781,144.8527
TEST_1782,296.3312
TEST_1783,244.15535
TEST_1784,64.58919
TEST_1785,1747.0271
TEST_1786,78.88762
TEST_1787,126.19522
TEST_1788,42.093243
TEST_1789,63.656754
TEST_1790,302.9542
TEST_1791,44.44757
TEST_1792,99.26171
TEST_1793,120.464874
TEST_1794,72.748634
TEST_1795,392.2756
TEST_1796,104.84103
TEST_1797,41.90146
TEST_1798,245.97588
TEST_1799,37.44588
TEST_1800,151.49577
TEST_1801,533.49286
TEST_1802,1663.3749
TEST_1803,69.4884
TEST_1804,278.86212
TEST_1805,131.59181
TEST_1806,73.03378
TEST_1807,358.54636
TEST_1808,85.37727
TEST_1809,85.59057
TEST_1810,567.51337
TEST_1811,80.507774
TEST_1812,399.20078
TEST_1813,81.22093
TEST_1814,3365.4553
TEST_1815,181.13728
TEST_1816,71.94403
TEST_1817,408.7145
TEST_1818,123.09155
TEST_1819,340.893
TEST_1820,99.336754
TEST_1821,702.7334
TEST_1822,119.26985
TEST_1823,39.528027
TEST_1824,70.1755
TEST_1825,42.385975
TEST_1826,206.4459
TEST_1827,1864.5527
TEST_1828,408.0103
TEST_1829,34.91823
TEST_1830,469.69965
TEST_1831,35.358295
TEST_1832,813.443
TEST_1833,125.20671
TEST_1834,24.311424
TEST_1835,502.29907
TEST_1836,70.08498
TEST_1837,67.48426
TEST_1838,204.33205
TEST_1839,1268.6803
TEST_1840,449.85483
TEST_1841,419.21655
TEST_1842,582.21545
TEST_1843,253.20483
TEST_1844,31.293932
TEST_1845,44.763012
TEST_1846,114.62239
TEST_1847,587.02106
TEST_1848,202.42252
TEST_1849,58.666107
TEST_1850,28.589678
TEST_1851,171.36528
TEST_1852,310.97885
TEST_1853,143.27612
TEST_1854,581.4716
TEST_1855,458.22733
TEST_1856,42.487442
TEST_1857,72.73751
TEST_1858,69.895424
TEST_1859,111.01524
TEST_1860,88.79458
TEST_1861,388.31537
TEST_1862,547.1159
TEST_1863,75.764175
TEST_1864,79.40201
TEST_1865,128.35623
TEST_1866,32.2279
TEST_1867,313.23557
TEST_1868,518.7406
TEST_1869,60.710102
TEST_1870,442.63907
TEST_1871,210.39474
TEST_1872,65.563934
TEST_1873,38.46199
TEST_1874,87.92045
TEST_1875,161.39046
TEST_1876,31.542349
TEST_1877,87.477104
TEST_1878,228.87297
TEST_1879,43.388626
TEST_1880,92.85263
TEST_1881,1001.9877
TEST_1882,235.21072
TEST_1883,90.09347
TEST_1884,132.5546
TEST_1885,215.13261
TEST_1886,46.735493
TEST_1887,19.684237
TEST_1888,138.03178
TEST_1889,130.19547
TEST_1890,1349.7936
TEST_1891,407.95746
TEST_1892,53.913624
TEST_1893,91.10981
TEST_1894,183.93938
TEST_1895,447.99588
TEST_1896,300.9956
TEST_1897,49.851997
TEST_1898,199.88358
TEST_1899,96.720314
TEST_1900,123.345566
TEST_1901,142.80867
TEST_1902,688.0325
TEST_1903,353.77832
TEST_1904,394.00745
TEST_1905,137.87769
TEST_1906,35.432354
TEST_1907,244.92142
TEST_1908,78.81358
TEST_1909,99.698364
TEST_1910,186.59377
TEST_1911,47.957836
TEST_1912,84.21686
TEST_1913,279.85696
TEST_1914,223.87321
TEST_1915,126.26218
TEST_1916,85.27478
TEST_1917,31.359938
TEST_1918,197.58763
TEST_1919,98.13366
TEST_1920,125.011475
TEST_1921,143.41087
TEST_1922,413.0532
TEST_1923,72.93717
TEST_1924,273.91364
TEST_1925,38.329597
TEST_1926,176.51765
TEST_1927,62.95839
TEST_1928,171.77863
TEST_1929,32.739754
TEST_1930,460.58438
TEST_1931,102.59548
TEST_1932,556.2582
TEST_1933,221.80292
TEST_1934,215.89172
TEST_1935,273.47586
TEST_1936,457.99658
TEST_1937,219.91585
TEST_1938,300.616
TEST_1939,301.3879
TEST_1940,72.97523
TEST_1941,98.868195
TEST_1942,72.15635
TEST_1943,61.14889
TEST_1944,941.7471
TEST_1945,227.42441
TEST_1946,54.323727
TEST_1947,52.542057
TEST_1948,400.85803
TEST_1949,168.39496
TEST_1950,395.1236
TEST_1951,72.929695
TEST_1952,71.19893
TEST_1953,121.18615
TEST_1954,97.74235
TEST_1955,160.26575
TEST_1956,452.64203
TEST_1957,61.87323
TEST_1958,813.4597
TEST_1959,89.686584
TEST_1960,63.18811
TEST_1961,1018.0078
TEST_1962,66.45466
TEST_1963,203.1184
TEST_1964,49.442474
TEST_1965,75.23739
TEST_1966,31.824589
TEST_1967,447.75684
TEST_1968,219.80508
TEST_1969,55.547333
TEST_1970,111.90067
TEST_1971,42.35542
TEST_1972,91.70026
TEST_1973,145.86159
TEST_1974,42.693123
TEST_1975,119.234085
TEST_1976,767.74884
TEST_1977,281.37656
TEST_1978,114.14718
TEST_1979,107.043846
TEST_1980,80.154335
TEST_1981,36.60176
TEST_1982,52.793076
TEST_1983,253.91437
TEST_1984,188.37831
TEST_1985,33.461685
TEST_1986,121.99926
TEST_1987,87.495865
TEST_1988,125.73752
TEST_1989,108.27998
TEST_1990,265.6746
TEST_1991,602.95935
TEST_1992,771.70654
TEST_1993,78.657
TEST_1994,86.68634
TEST_1995,70.51784
TEST_1996,413.6214
TEST_1997,48.382225
TEST_1998,146.74593
TEST_1999,78.96815
TEST_2000,70.03765
TEST_2001,141.53114
TEST_2002,534.434
TEST_2003,21.98065
TEST_2004,36.83213
TEST_2005,256.4469
TEST_2006,58.13775
TEST_2007,485.1631
TEST_2008,811.4675
TEST_2009,255.62135
TEST_2010,46.30286
TEST_2011,184.03987
TEST_2012,593.9015
TEST_2013,267.1403
TEST_2014,219.26846
TEST_2015,126.86882
TEST_2016,373.3065
TEST_2017,400.21136
TEST_2018,43.36763
TEST_2019,443.037
TEST_2020,83.58597
TEST_2021,51.761875
TEST_2022,41.22594
TEST_2023,40.72649
TEST_2024,706.64307
TEST_2025,322.39612
TEST_2026,86.8698
TEST_2027,180.52243
TEST_2028,91.45756
TEST_2029,375.116
TEST_2030,189.36919
TEST_2031,70.22713
TEST_2032,48.495434
TEST_2033,47.307507
TEST_2034,173.8775
TEST_2035,193.66982
TEST_2036,298.33362
TEST_2037,93.30788
TEST_2038,47.728252
TEST_2039,542.7942
TEST_2040,141.47888
TEST_2041,24.98296
TEST_2042,373.4685
TEST_2043,150.69493
TEST_2044,129.14105
TEST_2045,994.97815
TEST_2046,63.20925
TEST_2047,38.260685
TEST_2048,56.729504
TEST_2049,110.89694
TEST_2050,43.114227
TEST_2051,46.96763
TEST_2052,232.94397
TEST_2053,49.006546
TEST_2054,87.4061
TEST_2055,329.89365
TEST_2056,57.89781
TEST_2057,342.08295
TEST_2058,158.90367
TEST_2059,145.53839
TEST_2060,320.32245
TEST_2061,101.70505
TEST_2062,653.84094
TEST_2063,393.03778
TEST_2064,847.14453
TEST_2065,833.184
TEST_2066,152.23146
TEST_2067,65.61002
TEST_2068,103.38026
TEST_2069,45.716133
TEST_2070,158.62369
TEST_2071,146.72368
TEST_2072,364.6558
TEST_2073,249.10684
TEST_2074,113.49323
TEST_2075,138.91447
TEST_2076,95.261314
TEST_2077,117.79677
TEST_2078,60.79934
TEST_2079,725.5365
TEST_2080,382.01425
TEST_2081,38.699142
TEST_2082,97.63357
TEST_2083,61.186634
TEST_2084,122.92914
TEST_2085,41.776737
TEST_2086,206.00165
TEST_2087,172.48264
TEST_2088,79.326996
TEST_2089,554.77264
TEST_2090,1055.6555
TEST_2091,53.127724
TEST_2092,905.4664
TEST_2093,672.2921
TEST_2094,78.793396
TEST_2095,43.94124
TEST_2096,237.04361
TEST_2097,315.4947
TEST_2098,56.041443
TEST_2099,236.66205
TEST_2100,139.30104
TEST_2101,906.1488
TEST_2102,272.5862
TEST_2103,46.32756
TEST_2104,110.72932
TEST_2105,47.67457
TEST_2106,45.260525
TEST_2107,33.35703
TEST_2108,954.3571
TEST_2109,242.83716
TEST_2110,554.32886
TEST_2111,517.7583
TEST_2112,44.47731
TEST_2113,48.773003
TEST_2114,84.527336
TEST_2115,55.22608
TEST_2116,29.292797
TEST_2117,63.192253
TEST_2118,60.646576
TEST_2119,332.68637
TEST_2120,46.892296
TEST_2121,104.16072
TEST_2122,60.57339
TEST_2123,63.154343
TEST_2124,247.56209
TEST_2125,59.998413
TEST_2126,179.50677
TEST_2127,88.91343
TEST_2128,198.64336
TEST_2129,39.108242
TEST_2130,68.28469
TEST_2131,397.8685
TEST_2132,87.41994
TEST_2133,184.15297
TEST_2134,48.384388
TEST_2135,61.673943
TEST_2136,97.25298
TEST_2137,101.774254
TEST_2138,1564.6592
TEST_2139,209.15312
TEST_2140,283.13367
TEST_2141,1336.3357
TEST_2142,215.74727
TEST_2143,100.42439
TEST_2144,54.265106
TEST_2145,371.7357
TEST_2146,223.75911
TEST_2147,334.8319
TEST_2148,54.675304
TEST_2149,1462.3042
TEST_2150,58.16908
TEST_2151,85.39889
TEST_2152,35.093426
TEST_2153,89.55695
TEST_2154,61.29981
TEST_2155,59.840794
TEST_2156,22.56231
TEST_2157,219.60178
TEST_2158,31.64714
TEST_2159,1389.3563
TEST_2160,328.6977
TEST_2161,96.45132
TEST_2162,108.33642
TEST_2163,129.6605
TEST_2164,316.74213
TEST_2165,84.76438
TEST_2166,70.816956
TEST_2167,108.00238
TEST_2168,574.9192
TEST_2169,40.55229
TEST_2170,246.14972
TEST_2171,346.15448
TEST_2172,59.18171
TEST_2173,30.53484
TEST_2174,241.9394
TEST_2175,33.040474
TEST_2176,318.8447
TEST_2177,52.576332
TEST_2178,59.74476
TEST_2179,1314.3844
TEST_2180,49.83488
TEST_2181,303.89508
TEST_2182,93.33728
TEST_2183,455.04446
TEST_2184,33.96962
TEST_2185,382.7029
TEST_2186,103.98866
TEST_2187,101.54569
TEST_2188,523.30475
TEST_2189,73.58581
TEST_2190,62.748486
TEST_2191,72.62119
TEST_2192,155.85014
TEST_2193,211.83008
TEST_2194,77.1472
TEST_2195,819.7666
TEST_2196,114.72938
TEST_2197,49.11615
TEST_2198,73.150116
TEST_2199,61.831787
TEST_2200,40.72927
TEST_2201,115.964066
TEST_2202,30.698944
TEST_2203,2460.1519
TEST_2204,465.88904
TEST_2205,108.1283
TEST_2206,103.06106
TEST_2207,52.1556
TEST_2208,229.41138
TEST_2209,211.88092
TEST_2210,114.71459
TEST_2211,447.66415
TEST_2212,211.95224
TEST_2213,162.7872
TEST_2214,33.48527
TEST_2215,60.714508
TEST_2216,69.932884
TEST_2217,248.01335
TEST_2218,164.56905
TEST_2219,38.63761
TEST_2220,50.09552
TEST_2221,301.20712
TEST_2222,30.049105
TEST_2223,218.03633
TEST_2224,54.556015
TEST_2225,136.69028
TEST_2226,616.6338
TEST_2227,48.71293
TEST_2228,475.29602
TEST_2229,926.3358
TEST_2230,175.57281
TEST_2231,190.26239
TEST_2232,130.16785
TEST_2233,35.51365
TEST_2234,667.3984
TEST_2235,198.41142
TEST_2236,502.1077
TEST_2237,146.16248
TEST_2238,159.65068
TEST_2239,155.46082
TEST_2240,144.3702
TEST_2241,430.50385
TEST_2242,90.63314
TEST_2243,35.59984
TEST_2244,47.98251
TEST_2245,35.33572
TEST_2246,432.73175
TEST_2247,376.53488
TEST_2248,62.981064
TEST_2249,170.23734
TEST_2250,399.18384
TEST_2251,58.034767
TEST_2252,204.23235
TEST_2253,51.936207
TEST_2254,635.88947
TEST_2255,168.888
TEST_2256,617.91376
TEST_2257,116.990585
TEST_2258,239.16345
TEST_2259,388.27524
TEST_2260,53.31607
TEST_2261,604.0737
TEST_2262,270.5666
TEST_2263,68.78023
TEST_2264,82.2877
TEST_2265,893.30273
TEST_2266,232.88683
TEST_2267,49.367085
TEST_2268,48.32981
TEST_2269,69.53779
TEST_2270,285.71637
TEST_2271,542.2039
TEST_2272,34.411926
TEST_2273,87.755356
TEST_2274,58.926304
TEST_2275,35.890087
TEST_2276,46.284393
TEST_2277,350.18674
TEST_2278,52.126686
TEST_2279,51.81789
TEST_2280,41.046967
TEST_2281,244.5589
TEST_2282,307.59854
TEST_2283,161.22736
TEST_2284,71.19339
TEST_2285,300.93213
TEST_2286,53.79036
TEST_2287,98.296135
TEST_2288,35.20378
TEST_2289,50.80361
TEST_2290,120.32994
TEST_2291,665.69965
TEST_2292,341.10846
TEST_2293,33.051548
TEST_2294,408.20645
TEST_2295,494.44824
TEST_2296,232.78688
TEST_2297,356.46075
TEST_2298,77.862175
TEST_2299,41.30581
TEST_2300,354.4166
TEST_2301,427.67053
TEST_2302,327.5612
TEST_2303,51.884426
TEST_2304,33.736244
TEST_2305,150.41222
TEST_2306,189.32683
TEST_2307,357.1289
TEST_2308,75.86392
TEST_2309,365.75583
TEST_2310,444.45703
TEST_2311,61.408386
TEST_2312,58.837296
TEST_2313,132.6497
TEST_2314,41.113937
TEST_2315,92.83965
TEST_2316,112.600044
TEST_2317,40.691227
TEST_2318,37.714527
TEST_2319,188.44131
TEST_2320,119.54819
TEST_2321,227.61998
TEST_2322,455.63217
TEST_2323,127.086365
TEST_2324,557.3272
TEST_2325,81.10583
TEST_2326,52.236847
TEST_2327,37.07215
TEST_2328,390.32047
